frame1 #0,03093647#0,9099268#3,54676#-0,02016742#0,7761341#3,638451# 0,08571914#0,1939813#3,543936#-0,2622756#0,264974#3,497639#0,128421#0,2645667#3,585323#-0,292409#0,3303169#3,55544#0,134911#0,5007878#3,527313#-0,2989031#0,5120286#3,583853#0,1310375#0,6782623#3,652511#-0,1737765#0,693196#3,558922#-0,04371465#0,4218254#3,631393#-0,03082522#0,3604927#3,577444#0,03595094#0,2866626#3,585168#-0,1012153#0,2933828#3,544512#0,0224259#-0,259039#3,650442#-0,1190223#-0,2526858#3,447953#-0,05740579#-0,5659948#3,623678#-0,1547685#-0,5596099#3,268888#-0,01741347#-0,6428388#3,576639#-0,1240126#-0,6078352#3,178227#1  
frame74 #-0,2139958#0,8731126#2,665179#-0,1674929#0,7001964#2,727931# -0,2531655#0,111971#2,564147#-0,1825865#-0,09361812#2,950481#-0,215108#0,1699696#2,56371#-0,2275817#0,1503237#2,869657#-0,1330549#0,3274136#2,46054#-0,2726665#0,4330654#2,857404#-0,1060935#0,5433142#2,580802#-0,3734553#0,7009419#2,85709#-0,0671738#0,2820406#2,727833#-0,08739654#0,2010418#2,693064#-0,01271126#0,1425184#2,64115#-0,1350333#0,1116123#2,73377#-0,01580245#-0,3391391#2,479444#-0,1798207#-0,3940506#2,939179#0,04672066#-0,6538836#2,444888#-0,09328435#-0,6814827#2,942233#-0,01075474#-0,7069557#2,416932#-0,1702312#-0,6573171#2,956419#1  
frame75 #-0,1953486#0,858309#2,622357#-0,1575803#0,6898438#2,696242# -0,2358183#0,1624537#2,578088#-0,1814074#0,1351779#3,175676#-0,2130717#0,1864035#2,545631#-0,2105476#0,2073182#2,999846#-0,1019352#0,309572#2,424503#-0,2621712#0,4211644#2,825812#-0,08480479#0,538362#2,559718#-0,3635426#0,6905893#2,825401#-0,06747498#0,2902043#2,722914#-0,08699146#0,2071732#2,690674#-0,01274061#0,1453471#2,638659#-0,1351558#0,1131118#2,734066#-0,01404634#-0,3348818#2,477557#-0,1754254#-0,3773837#2,944457#0,04642827#-0,6542342#2,444829#-0,09159419#-0,6617136#2,968409#-0,01113942#-0,7076754#2,415791#-0,1669204#-0,6831049#2,993164#1  
frame76 #-0,1750843#0,8513795#2,583838#-0,1350295#0,6797206#2,650182# -0,269903#0,1198911#2,533716#-0,2084134#0,1932688#3,140831#-0,2110311#0,1590746#2,471467#-0,2151964#0,2178815#2,983093#-0,08068082#0,3110822#2,407498#-0,2391267#0,4097291#2,779831#-0,06263806#0,5245039#2,523042#-0,3409919#0,6804662#2,779341#-0,05297472#0,3117391#2,693981#-0,07374255#0,2317316#2,668049#-0,003179892#0,1564743#2,6149#-0,1237379#0,1293333#2,725638#-0,01161042#-0,3285751#2,476042#-0,1686047#-0,3461468#2,950031#0,04491043#-0,6537675#2,442838#-0,0821098#-0,6413243#3,02532#-0,01391079#-0,7097378#2,413516#-0,1459729#-0,6906814#3,012131#1  
frame77 #-0,1726203#0,8520119#2,589827#-0,1218706#0,6657258#2,618984# -0,2466025#0,1624041#2,507724#-0,2633529#0,1468341#3,075248#-0,201584#0,1744603#2,455875#-0,2669212#0,2222243#3,018677#-0,03699289#0,2940355#2,397674#-0,3028693#0,4604047#2,867442#-0,04129101#0,514177#2,499061#-0,327833#0,6664714#2,748143#-0,05535399#0,310925#2,68921#-0,07339293#0,2313253#2,667944#-0,002964849#0,1542743#2,616333#-0,1231306#0,129946#2,725852#-0,006776731#-0,3231956#2,473705#-0,1682165#-0,3120502#2,947136#0,04433119#-0,6532049#2,441522#-0,0640614#-0,6800418#3,058767#-0,01312836#-0,7102973#2,413697#-0,1231961#-0,7360481#3,057229#1  
frame78 #-0,1366958#0,8396707#2,556088#-0,1003257#0,6469481#2,578471# -0,2530755#0,144602#2,442776#-0,3518877#0,1142227#3,051721#-0,1921615#0,1626005#2,414722#-0,302099#0,17405#3,005702#0,005526805#0,3022785#2,349822#-0,2665666#0,3446765#2,864419#-0,01142673#0,4982454#2,468179#-0,2329797#0,5298997#2,723759#-0,02175155#0,272414#2,652439#-0,04204497#0,1897425#2,640364#0,007509327#0,1374993#2,608215#-0,08012448#0,1173177#2,690985#-0,001112245#-0,3154151#2,470489#-0,1530638#-0,2780779#2,926617#0,04427582#-0,6536192#2,441162#-0,05308283#-0,6477537#3,03821#-0,01407029#-0,7118737#2,407643#-0,1062502#-0,7090623#3,040042#1  
frame79 #-0,1046224#0,8320573#2,530719#-0,08873723#0,6367768#2,566728# -0,2451623#0,1488806#2,418654#-0,415601#0,1155523#2,984169#-0,1815772#0,1593629#2,392771#-0,3798388#0,18256#2,92886#0,05514608#0,2984462#2,341326#-0,2869225#0,3328648#2,819851#0,01157437#0,4904847#2,458314#-0,2322608#0,5312551#2,700494#-0,02251057#0,2717416#2,653448#-0,04170842#0,1895611#2,640142#0,0121339#0,1321637#2,608825#-0,08077354#0,1166257#2,68994#0,005426329#-0,3002158#2,465156#-0,1474305#-0,2805057#2,925933#0,04390978#-0,6533422#2,439664#-0,05987932#-0,582664#3,059253#-0,01349824#-0,7122798#2,406766#-0,1220437#-0,6342812#3,055525#1  
frame80 #-0,08188713#0,8144624#2,497197#-0,06264502#0,6141682#2,538556# -0,227907#0,1447986#2,366874#-0,5014073#0,1325454#2,949671#-0,1552258#0,1516685#2,344321#-0,4458666#0,1887969#2,89807#0,08485745#0,2722066#2,338819#-0,3179162#0,3216298#2,801473#0,05893469#0,4701765#2,445135#-0,2264679#0,5233034#2,647582#-0,02947829#0,2717139#2,651617#-0,04310863#0,1906916#2,638729#0,01426611#0,1283587#2,608191#-0,09972453#0,1191473#2,690259#0,007553429#-0,2963118#2,463223#-0,1287487#-0,2786286#2,917392#0,04174791#-0,6497024#2,435672#-0,05343634#-0,589336#3,070303#-0,01342388#-0,712333#2,403222#-0,1154002#-0,6407866#3,066587#1  
frame81 #-0,06015982#0,7943208#2,472666#-0,05222064#0,6021456#2,52828# -0,2376222#0,1432243#2,337188#-0,554047#0,1417935#2,876546#-0,1429952#0,145976#2,328513#-0,4905325#0,1979568#2,83355#0,1207937#0,2561397#2,352316#-0,3590251#0,3299079#2,740656#0,08170806#0,4564716#2,445471#-0,2274403#0,5102293#2,633726#-0,03020879#0,2683117#2,642117#-0,04294824#0,1906183#2,634938#0,02378596#0,118246#2,607179#-0,106483#0,1172376#2,685364#0,008354899#-0,2958851#2,459405#-0,1244427#-0,2751488#2,915833#0,0413367#-0,6503201#2,433538#-0,05138316#-0,5884191#3,072849#-0,01465712#-0,7135724#2,397254#-0,1131693#-0,6397222#3,069143#1  
frame82 #-0,0229783#0,7775402#2,45543#-0,03267349#0,5847565#2,515444# -0,1951125#0,1311529#2,290082#-0,6132404#0,152987#2,759291#-0,108785#0,1320069#2,293179#-0,5344057#0,2033327#2,739002#0,1344264#0,2404376#2,361334#-0,3776373#0,3339804#2,687216#0,1078852#0,4430991#2,452553#-0,2139047#0,4902118#2,594452#-0,02253884#0,2588393#2,62806#-0,03484033#0,1856571#2,624368#0,04013674#0,1049926#2,605154#-0,105614#0,1125117#2,673239#0,008717796#-0,2938852#2,456712#-0,1184227#-0,2683835#2,911853#0,03951554#-0,6476864#2,428327#-0,0479808#-0,5849875#3,073239#-0,01521611#-0,7134483#2,395442#-0,1096009#-0,6361527#3,069544#1  
frame83 #-0,006050009#0,7617922#2,446513#-0,02532697#0,571849#2,515093# -0,1551723#0,1199835#2,253474#-0,6190427#0,1747141#2,64804#-0,09133956#0,1241447#2,283544#-0,5731666#0,2015765#2,65071#0,1625316#0,2315526#2,386316#-0,4032825#0,3266247#2,62751#0,1185617#0,4356402#2,460703#-0,195655#0,4801112#2,576108#-0,01209451#0,2454548#2,618022#-0,02023421#0,1735408#2,613389#0,05548143#0,09451351#2,600292#-0,09359361#0,1019914#2,656273#0,009126929#-0,2933932#2,455217#-0,1113144#-0,259583#2,89737#0,03958299#-0,6460582#2,425946#-0,04201887#-0,5780453#3,064072#-0,01487483#-0,7132489#2,394468#-0,1034833#-0,6290813#3,060385#1  
frame84 #0,0101751#0,7498026#2,441165#-0,01018248#0,5548613#2,516845# -0,1027#0,1087721#2,234081#-0,6494736#0,1674421#2,528234#-0,04433376#0,1062723#2,276266#-0,5913906#0,205336#2,54062#0,189229#0,2195306#2,418083#-0,4131366#0,3235678#2,560363#0,1342184#0,4236597#2,47789#-0,1866326#0,4756342#2,568512#-0,007905773#0,2373245#2,61399#-0,01510829#0,1678174#2,610792#0,06313694#0,08709139#2,600019#-0,09196967#0,09879776#2,651849#0,009471312#-0,2932606#2,453289#-0,09022921#-0,2276588#2,880516#0,03959718#-0,6449052#2,424373#-0,0195448#-0,5382844#3,04285#-0,01489713#-0,7131289#2,393565#-0,08085889#-0,5891956#3,039173#1  
frame85 #0,02632281#0,735525#2,442192#-0,003442252#0,5445753#2,523694# -0,05746905#0,07878185#2,229124#-0,6298063#0,1778439#2,397439#0,02206152#0,09919607#2,296231#-0,5872753#0,2124866#2,441253#0,1979504#0,1705881#2,433815#-0,4004726#0,3253378#2,508118#0,1475431#0,4145231#2,492511#-0,1740003#0,4661126#2,562389#-0,0009255037#0,2248483#2,616493#-0,006379806#0,1562114#2,614263#0,07595931#0,07252766#2,609539#-0,08773679#0,0919116#2,650102#0,008752108#-0,2995014#2,448631#-0,08986799#-0,2303676#2,883028#0,0390854#-0,6444359#2,423073#-0,01911967#-0,5391023#3,043835#-0,01534417#-0,7134327#2,39244#-0,08029515#-0,5898984#3,040166#1  
frame86 #0,03718432#0,7213242#2,445976#0,0003506737#0,5366786#2,531236# 0,037704#0,06495848#2,291407#-0,6554687#0,1830921#2,284225#0,1017946#0,09233274#2,355841#-0,5786659#0,2061414#2,335006#0,2422569#0,1897642#2,498348#-0,3887652#0,3274379#2,453377#0,1565602#0,4108238#2,510678#-0,1686744#0,4609955#2,561469#-0,005644361#0,218235#2,61815#-0,01091897#0,1500073#2,61722#0,06757266#0,06587169#2,619012#-0,0951105#0,08491269#2,646224#0,009018421#-0,3014095#2,446461#-0,09668196#-0,2378576#2,876453#0,03961083#-0,6430814#2,422233#-0,02591259#-0,4845277#2,990414#-0,01532983#-0,7134451#2,391846#-0,08695938#-0,5352169#2,986753#1  
frame87 #0,04769329#0,7113477#2,453771#0,003338612#0,5291085#2,542167# 0,05225102#0,04493734#2,295193#-0,5648741#0,2005332#2,200595#0,1112948#0,07199186#2,364339#-0,5294564#0,2132039#2,259768#0,2323464#0,194381#2,505198#-0,3695043#0,3220241#2,403185#0,1629268#0,4057995#2,52867#-0,1633384#0,4567292#2,56236#-0,007906368#0,2110042#2,621769#-0,01253643#0,1438027#2,621384#0,06587508#0,05968721#2,624688#-0,09688739#0,08139493#2,646195#0,009217698#-0,3031673#2,444549#-0,09756546#-0,2328259#2,885473#0,03987593#-0,6432298#2,421956#-0,02700612#-0,4878602#3,002735#-0,01541461#-0,7137346#2,391023#-0,08792918#-0,5384467#2,999081#1  
frame88 #0,05268069#0,7070995#2,462532#0,004531712#0,5234241#2,55046# 0,08482693#0,02611168#2,276784#-0,5136402#0,2054611#2,15447#0,1351515#0,06597127#2,376479#-0,4513228#0,2234993#2,223572#0,2273996#0,196452#2,532161#-0,3284713#0,3347893#2,37225#0,1672436#0,4009009#2,54024#-0,1563026#0,4501499#2,566233#-0,006350901#0,2036424#2,628471#-0,01036659#0,136703#2,629313#0,06833985#0,05336394#2,63416#-0,09502994#0,07591666#2,649932#0,009704769#-0,3032675#2,444299#-0,1057414#-0,2267944#2,900998#0,04002326#-0,6436895#2,421332#-0,0331915#-0,484221#3,016075#-0,01591964#-0,7144796#2,389692#-0,0939985#-0,534711#3,012428#1  
frame89 #0,05471027#0,7052239#2,479396#0,002956402#0,5202449#2,565856# 0,1229325#0,02743151#2,32934#-0,458939#0,2189344#2,069211#0,1523863#0,08328178#2,399915#-0,3996836#0,235591#2,141176#0,2350491#0,1987601#2,57275#-0,282497#0,3740739#2,379364#0,1711673#0,3993444#2,563674#-0,152785#0,4469851#2,569783#-0,006307695#0,1985583#2,634287#-0,008922598#0,1319246#2,635382#0,07078456#0,04954716#2,641154#-0,09363565#0,07109672#2,652422#0,01078911#-0,3023914#2,444521#-0,1027629#-0,2288409#2,905381#0,04091551#-0,6441903#2,421098#-0,03112361#-0,5064124#3,037561#-0,01654973#-0,7148676#2,388599#-0,09182429#-0,5568142#3,033921#1  
frame90 #0,0538417#0,7011983#2,510213#0,001768247#0,5151513#2,594421# 0,1650504#-0,01586317#2,394672#-0,2495722#0,231234#1,981993#0,1730097#0,04154602#2,433728#-0,2782702#0,2807697#2,156163#0,2356921#0,1957453#2,616477#-0,2121774#0,3553454#2,357618#0,1784853#0,4014202#2,606233#-0,1438173#0,4385971#2,592234#-0,005047648#0,1909007#2,64704#-0,006195909#0,1248766#2,648017#0,07557528#0,04410135#2,65578#-0,09132031#0,06315012#2,657846#0,01442056#-0,2994595#2,446452#-0,0929466#-0,2676771#2,943273#0,04480883#-0,6410996#2,420458#-0,02252202#-0,5851668#3,111053#-0,0146903#-0,7130396#2,385863#-0,0830507#-0,6354257#3,107423#1  
frame91 #0,04907075#0,701423#2,526975#0,002746779#0,513492#2,609436# 0,1751284#-0,02400151#2,431711#-0,1689038#0,2424675#1,977495#0,1782851#0,03309714#2,471844#-0,2757369#0,2927752#2,161735#0,2421821#0,2019572#2,659583#-0,2103999#0,3658404#2,363836#0,1798408#0,4019926#2,624548#-0,1418726#0,437034#2,597677#-0,002789661#0,1870702#2,655419#-0,003211827#0,1209723#2,656286#0,07865191#0,04148887#2,663232#-0,08788529#0,05795313#2,663345#0,01736536#-0,2987757#2,448802#-0,09152977#-0,2714117#2,939507#0,0466075#-0,6419368#2,420451#-0,02110521#-0,5889013#3,107358#-0,009595529#-0,7115335#2,383435#-0,08153414#-0,6390774#3,103734#1  
frame92 #0,04573584#0,7040035#2,550275#0,002033307#0,5145621#2,624322# 0,1817165#-0,03260042#2,490718#-0,08666113#0,2618861#1,988069#0,1882516#0,03229827#2,51554#-0,1197961#0,2942271#2,102858#0,2449252#0,2041547#2,671798#-0,2146942#0,3786259#2,37377#0,1806938#0,4044631#2,645892#-0,1343699#0,4492105#2,613082#-0,001872269#0,1846194#2,662765#-0,001857878#0,1182537#2,663418#0,07979956#0,0398279#2,670719#-0,08584283#0,05511207#2,667111#0,02172708#-0,2979369#2,450934#-0,07783537#-0,3224112#2,980309#0,04994581#-0,6406877#2,420132#-0,01026452#-0,5768407#3,101952#-0,007417618#-0,7088625#2,37924#-0,08198243#-0,6013234#3,081423#1  
frame93 #0,04745149#0,707831#2,569579#-0,001529077#0,5146317#2,639794# 0,2084402#-0,04294052#2,544276#-0,043657#0,2735193#2,161276#0,1868128#0,0233198#2,546204#-0,07570909#0,2751215#2,223179#0,2461812#0,2089274#2,710076#-0,2112015#0,386242#2,392741#0,1806773#0,4123569#2,672817#-0,1329487#0,4535216#2,624118#-0,00256133#0,1837356#2,672752#-0,001583838#0,1173032#2,673128#0,07948303#0,04039914#2,682661#-0,08396762#0,05309244#2,672634#0,02504645#-0,293296#2,455167#-0,07688391#-0,3282137#2,988282#0,05266544#-0,6416778#2,421036#-0,008675784#-0,5824621#3,109122#-0,005545962#-0,708141#2,378136#-0,08074366#-0,6043742#3,087376#1  
frame94 #0,04558643#0,7095761#2,585378#-0,002618246#0,5142047#2,652871# 0,2083462#-0,03894531#2,573105#0,05125546#0,2925555#2,105931#0,1965348#0,02930873#2,580579#-0,01434117#0,3019114#2,222896#0,2468213#0,2171702#2,738408#-0,1230536#0,3630572#2,414166#0,1842009#0,4129554#2,691053#-0,1350626#0,4543679#2,630184#-0,001051692#0,1846251#2,682787#0,0006754679#0,1184397#2,683488#0,08372875#0,04138488#2,70038#-0,08192288#0,05172314#2,676524#0,02830691#-0,2904015#2,458889#-0,07468018#-0,329278#2,984817#0,05393822#-0,6401364#2,420346#-0,0097294#-0,5804228#3,111561#-0,004594317#-0,706952#2,376959#-0,08077286#-0,6061922#3,09109#1  
frame95 #0,03966027#0,705954#2,597232#-0,003328091#0,5132115#2,671844# 0,2093925#-0,02675105#2,600442#0,1037893#0,3150406#2,181522#0,202843#0,04252372#2,602979#-0,05361278#0,2816863#2,32534#0,2447143#0,2190167#2,760779#-0,2448578#0,3382303#2,469926#0,183995#0,4127323#2,707877#-0,1378248#0,4527876#2,636173#-0,001361997#0,184522#2,693001#0,000611878#0,1186356#2,692988#0,08299728#0,04154521#2,708125#-0,08093288#0,04999492#2,682709#0,0301801#-0,2903537#2,461076#-0,0751206#-0,3273443#2,981916#0,05469915#-0,6415742#2,420987#-0,01496338#-0,5828434#3,135277#-0,004212319#-0,7067498#2,376789#-0,07505751#-0,6327416#3,131673#1  
frame96 #0,03651958#0,7100279#2,61135#-0,002681562#0,5141474#2,680232# 0,2189667#-0,03191367#2,626787#0,1660452#0,3332573#2,198895#0,2003662#0,03444894#2,636484#0,08768733#0,3214688#2,275007#0,2414897#0,218903#2,782646#-0,0778925#0,3710681#2,43833#0,1738204#0,4354956#2,719393#-0,1446634#0,4423552#2,649745#0,001932055#0,1854381#2,701966#0,0043462#0,1195491#2,702681#0,08594736#0,04601427#2,716228#-0,07430965#0,04748978#2,694425#0,03200059#-0,2904854#2,464034#-0,07595293#-0,3190269#2,970078#0,05466806#-0,6406089#2,421102#-0,01504608#-0,5801636#3,131512#-0,003905309#-0,7063583#2,376828#-0,07506378#-0,6299983#3,127913#1  
frame97 #0,03731172#0,7120147#2,618918#-0,001797577#0,5161459#2,691008# 0,2148681#-0,03374575#2,673452#0,1919679#0,3580964#2,250301#0,2088734#0,05087038#2,659994#0,08163787#0,3103906#2,332368#0,2428245#0,2382544#2,834124#-0,1619612#0,2855403#2,487712#0,1719693#0,4377941#2,729657#-0,1481383#0,4403012#2,65379#0,00502597#0,1883311#2,711371#0,007859885#0,1226712#2,71249#0,0899951#0,05141786#2,72627#-0,07068194#0,04787707#2,70243#0,03260803#-0,2905332#2,465879#-0,07611227#-0,3189593#2,970035#0,05451149#-0,6400835#2,421004#-0,01518854#-0,5801558#3,13163#-0,003612112#-0,70614#2,377248#-0,07513123#-0,6299282#3,128034#1  
frame98 #0,03774231#0,7163201#2,63923#-0,002122166#0,5180106#2,702745# 0,217953#-0,03157018#2,687765#0,1995472#0,3737053#2,310104#0,2130387#0,04979648#2,6845#0,1217049#0,3235722#2,361175#0,2387506#0,2382626#2,834967#-0,0791073#0,2825326#2,451249#0,1676989#0,4443656#2,737895#-0,152412#0,4389816#2,659558#0,007368481#0,1906543#2,719096#0,01056817#0,1251619#2,720155#0,09216934#0,05507442#2,731672#-0,06621514#0,04907691#2,711368#0,03257785#-0,2899773#2,470037#-0,07656788#-0,3185636#2,970046#0,05417837#-0,6396257#2,420749#-0,01555649#-0,5798864#3,131823#-0,003561716#-0,7060576#2,377191#-0,0754284#-0,6295999#3,128232#1  
frame99 #0,03655563#0,717168#2,64433#-0,003529764#0,520376#2,711293# 0,2193505#-0,02444746#2,706903#0,210534#0,3969902#2,359144#0,213831#0,05503435#2,701123#0,1681318#0,348393#2,397596#0,2339712#0,2385687#2,843574#-0,07503663#0,279285#2,458769#0,1660464#0,4557429#2,750041#-0,1523333#0,4379533#2,665196#0,009328208#0,1938711#2,726505#0,01321759#0,1286157#2,727927#0,09487855#0,06097921#2,743151#-0,06241528#0,05126653#2,715842#0,03211458#-0,2896915#2,472563#-0,07664223#-0,3195204#2,969909#0,05390227#-0,6390262#2,420611#-0,01557417#-0,5810883#3,131932#-0,003064145#-0,7057966#2,377454#-0,0753739#-0,630742#3,128345#1  
frame100 #0,037239#0,7194371#2,651359#-0,002600154#0,5225379#2,719833# 0,2251379#-0,005954802#2,733285#0,2031061#0,4084356#2,423791#0,2097846#0,0589276#2,713239#0,05611711#0,2896696#2,473696#0,2284463#0,240124#2,85392#-0,1594666#0,2492578#2,557284#0,1646915#0,4524128#2,75597#-0,1540708#0,4363048#2,676106#0,009431879#0,1961056#2,733473#0,01298078#0,1308386#2,734931#0,09338824#0,06327188#2,749992#-0,06180386#0,05320509#2,721367#0,03146505#-0,2902558#2,474179#-0,07729358#-0,3195361#2,969698#0,0539026#-0,6387841#2,42058#-0,01613756#-0,5811629#3,131883#-0,00529873#-0,7074974#2,380949#-0,07587148#-0,6307618#3,1283#1  
