frame1 #0,1158008#1,008511#3,607574#0,08958396#0,8293385#3,622163# 0,1010686#0,6646855#3,486281#-0,1201589#0,3067557#3,503024#0,1493243#0,6317806#3,493074#-0,129058#0,3602372#3,525784#0,2940913#0,5330658#3,52745#-0,1557553#0,5206817#3,60806#0,2557484#0,6699913#3,659317#-0,03530023#0,7172915#3,573934#0,08322877#0,4535875#3,634875#0,09327001#0,3812031#3,60381#0,159322#0,3017429#3,617795#0,02835012#0,3230281#3,579891#0,1386301#-0,1997337#3,662392#0,003491242#-0,2359173#3,345569#0,06605229#-0,5743284#3,626122#-0,04092471#-0,5482667#3,292915#0,03588747#-0,5865285#3,516207#-0,02686593#-0,6232095#3,241954#1  
frame75 #-0,2240711#0,960228#3,015267#-0,160377#0,7844616#3,011513# -0,2888695#0,2391768#2,797667#-0,1821983#0,3966833#3,268979#-0,2759373#0,2724595#2,856606#-0,1443248#0,4134176#3,213893#-0,1918357#0,439289#2,795717#0,009985879#0,6075358#3,341262#-0,1046953#0,6148571#2,870327#-0,1696632#0,6802074#3,216573#-0,04874271#0,2698844#2,950258#-0,07232397#0,1663804#2,931796#-0,06568661#0,1706408#2,916219#-0,07367802#0,1255318#2,939667#0,008332126#-0,253949#2,746251#-0,1657578#-0,2986838#3,16054#0,03165561#-0,6304269#2,638391#-0,1018177#-0,6235659#3,12059#-0,0204674#-0,6952344#2,598539#-0,1869657#-0,6735404#3,1091#1  
frame76 #-0,1995655#0,950293#2,966822#-0,1428621#0,7744358#2,978942# -0,3255936#0,2240295#2,861096#-0,0779035#0,3289715#3,269993#-0,2885183#0,2713882#2,831275#-0,03999363#0,3457218#3,214855#-0,1772926#0,4134643#2,756231#0,02750076#0,59751#3,308598#-0,09104641#0,6098124#2,848722#-0,1521483#0,6701816#3,184002#-0,04790004#0,2571347#2,95345#-0,0728777#0,1440352#2,944147#-0,05917172#0,1312406#2,938771#-0,07969476#0,1076172#2,950205#0,009321074#-0,2535651#2,746352#-0,167688#-0,2964003#3,15638#0,03178666#-0,6297098#2,640261#-0,09766999#-0,6185946#3,115618#-0,01999052#-0,6956864#2,598633#-0,1833524#-0,6678452#3,104175#1  
frame77 #-0,1895698#0,9475581#2,935215#-0,1274685#0,7656165#2,940626# -0,3212783#0,2443478#2,808411#-0,06859219#0,3184913#3,243447#-0,2766442#0,2780157#2,767905#-0,03064822#0,3352567#3,18826#-0,1461972#0,4175995#2,718805#0,04289434#0,5886908#3,270253#-0,06261366#0,6066607#2,817931#-0,1367547#0,6613623#3,145686#-0,04792466#0,2597714#2,941131#-0,07477746#0,1521096#2,931803#-0,0560571#0,1402472#2,914306#-0,08736643#0,1172841#2,942295#0,01286347#-0,25391#2,746194#-0,1683426#-0,2947832#3,154399#0,03227865#-0,6265852#2,641772#-0,0938619#-0,6190057#3,119354#-0,01830545#-0,6960842#2,59779#-0,1793677#-0,6676193#3,103829#1  
frame78 #-0,1723785#0,9312502#2,895768#-0,1140694#0,7525961#2,909634# -0,3361169#0,2550169#2,773474#-0,05332378#0,3051377#3,211865#-0,2777911#0,275535#2,742564#-0,01533276#0,3219239#3,156609#-0,1349495#0,4057822#2,700881#0,05629339#0,5756704#3,239244#-0,03659978#0,595546#2,781393#-0,1233557#0,648342#3,114694#-0,05581587#0,3309272#2,919996#-0,08864028#0,245031#2,91555#-0,0714513#0,2004248#2,869664#-0,1008588#0,1808512#2,960766#0,016873#-0,2630442#2,743791#-0,171866#-0,2848938#3,15011#0,03239466#-0,626413#2,641829#-0,08338328#-0,6106345#3,136353#-0,01723401#-0,6960623#2,597925#-0,09541422#-0,6660626#3,199307#1  
frame79 #-0,1558979#0,9199386#2,863893#-0,09626563#0,7338888#2,875849# -0,3332603#0,2479382#2,711449#-0,2747665#0,2831588#3,089589#-0,278117#0,281579#2,692958#-0,2367927#0,2999374#3,034358#-0,1126871#0,3825014#2,651932#-0,04114719#0,4216769#3,035824#-0,02131485#0,5836402#2,761937#-0,2071627#0,6306291#3,008072#-0,05857477#0,3309765#2,92791#-0,08607659#0,2462057#2,912008#-0,05046232#0,1961631#2,864733#-0,1072773#0,177788#2,956241#0,01849561#-0,2634798#2,740262#-0,172491#-0,2805788#3,146108#0,03286415#-0,6266913#2,641993#-0,07088807#-0,6085562#3,162061#-0,01682139#-0,6961496#2,597828#-0,102818#-0,6672667#3,213509#1  
frame80 #-0,1320634#0,9005126#2,831638#-0,08705533#0,7194823#2,862651# -0,347301#0,2618269#2,714769#-0,2725817#0,2900627#3,072846#-0,2695107#0,2832871#2,667888#-0,2346708#0,3068134#3,017706#-0,09179454#0,3688243#2,639739#-0,03512798#0,423485#3,020597#-0,002307437#0,5688748#2,740691#-0,2101009#0,6273473#3,000482#-0,05321306#0,3286663#2,919785#-0,08173683#0,2463674#2,905735#-0,04424912#0,1968886#2,866598#-0,1116411#0,1734678#2,940227#0,01929379#-0,261875#2,736945#-0,1570928#-0,2950988#3,138642#0,03343694#-0,6271226#2,641726#-0,06713279#-0,6127102#3,18227#-0,0164148#-0,6970015#2,598962#-0,09392771#-0,6720021#3,235465#1  
frame81 #-0,1027895#0,8950203#2,787623#-0,06879858#0,7019697#2,82415# -0,3617569#0,2599715#2,661446#-0,2304449#0,2428409#3,255085#-0,2779151#0,2730083#2,621281#-0,2093731#0,3015223#3,184906#-0,07874773#0,3376302#2,599687#-0,04040435#0,4276235#3,02508#0,01996385#0,5628496#2,727405#-0,2215266#0,5973365#2,959254#-0,0498011#0,3295211#2,904489#-0,07390184#0,2494256#2,893193#-0,03359014#0,2015967#2,867269#-0,1122188#0,1712596#2,922843#0,01978191#-0,2605281#2,734427#-0,1532002#-0,3131041#3,137035#0,03434338#-0,6273006#2,641529#-0,06161281#-0,6150983#3,227532#-0,01536813#-0,6966783#2,598517#-0,1013998#-0,6883327#3,23488#1  
frame82 #-0,08463535#0,8834188#2,76946#-0,05882914#0,6954691#2,816856# -0,2579449#0,2689667#2,564276#-0,391482#0,1640158#3,253325#-0,1666776#0,2858331#2,549392#-0,3720357#0,2137681#3,208899#0,01441213#0,3685595#2,597621#-0,2684456#0,3983213#3,050555#0,05021694#0,5487708#2,713097#-0,2222697#0,5932373#2,945524#-0,04295226#0,3346788#2,890155#-0,0631134#0,2596178#2,87915#-0,009060536#0,20024#2,855464#-0,1141708#0,1813712#2,914397#0,020835#-0,2595342#2,731751#-0,144713#-0,2818984#3,121267#0,0348296#-0,6276897#2,641314#-0,0617949#-0,6312335#3,26357#-0,01503859#-0,6969732#2,59846#-0,1030806#-0,6911045#3,304282#1  
frame83 #-0,06939449#0,8760896#2,759688#-0,04849829#0,6779243#2,803159# -0,2732187#0,2593009#2,514197#-0,4901171#0,1407604#3,200825#-0,1798863#0,2726557#2,522838#-0,4302455#0,2135302#3,132434#0,0698365#0,3703903#2,586649#-0,2861647#0,3972934#3,006061#0,06669646#0,5457658#2,71423#-0,2204595#0,575229#2,89834#-0,04343797#0,3324255#2,883791#-0,05984184#0,2587044#2,874737#-0,002085477#0,1954424#2,854516#-0,1153337#0,1812592#2,908639#0,02129426#-0,2593867#2,729095#-0,14245#-0,279749#3,116693#0,0355484#-0,6279008#2,640916#-0,06095964#-0,6278094#3,265256#-0,01426172#-0,6970295#2,597428#-0,1128265#-0,6799385#3,333898#1  
frame84 #-0,04094536#0,860431#2,74214#-0,03793299#0,6613169#2,794594# -0,2406081#0,2471071#2,447959#-0,5777889#0,1221566#3,097265#-0,152295#0,260214#2,480945#-0,5102133#0,1914966#3,060447#0,0854268#0,3390964#2,580912#-0,3443285#0,3767546#2,963162#0,09115255#0,5230919#2,715917#-0,2171718#0,5669509#2,879041#-0,04059503#0,3245427#2,877162#-0,05525318#0,2531986#2,870831#0,008116393#0,1822269#2,85724#-0,1163985#0,1773707#2,902605#0,02154766#-0,2626362#2,722335#-0,1338738#-0,2762742#3,107415#0,03480041#-0,6272944#2,640133#-0,06128522#-0,63072#3,279272#-0,01242785#-0,6980073#2,593319#-0,1128614#-0,6792492#3,334888#1  
frame85 #-0,02850463#0,8439271#2,732762#-0,03077533#0,6529587#2,792345# -0,1774148#0,2289789#2,398923#-0,6085778#0,1525569#2,94184#-0,09632931#0,2509293#2,4565#-0,5399611#0,2065165#2,9397#0,1174854#0,3323551#2,594091#-0,3804685#0,3579265#2,91573#0,1075009#0,5165213#2,722991#-0,2093974#0,5523593#2,858284#-0,03772094#0,3184583#2,873359#-0,04995882#0,2480654#2,868569#0,01673508#0,1733216#2,85817#-0,1162736#0,1734985#2,899917#0,02065944#-0,26452#2,717924#-0,1302728#-0,2734677#3,104771#0,0349485#-0,6274061#2,638791#-0,06042809#-0,6280433#3,295523#-0,01209378#-0,6987733#2,591454#-0,108431#-0,6870804#3,328596#1  
frame86 #-0,0156321#0,8375392#2,72998#-0,02633017#0,6438532#2,790707# -0,04700319#0,2261431#2,43308#-0,6521599#0,1585384#2,799022#0,02753988#0,2382721#2,491508#-0,5750963#0,2068951#2,828013#0,1587183#0,3310141#2,627886#-0,3959665#0,354782#2,853066#0,118444#0,5128993#2,733494#-0,1984076#0,537506#2,835802#-0,0367773#0,3096087#2,872232#-0,04650516#0,2394208#2,86925#0,02156855#0,1623878#2,862321#-0,1168836#0,1671958#2,899414#0,02082787#-0,2681224#2,714625#-0,1270654#-0,2695283#3,101828#0,03550219#-0,6296469#2,636711#-0,05946837#-0,626125#3,309719#-0,01200889#-0,7005593#2,585988#-0,1191772#-0,664749#3,351701#1  
frame87 #-0,006584405#0,821462#2,72847#-0,02429962#0,6326016#2,792641# 0,03336697#0,1723863#2,450408#-0,6522588#0,1762668#2,676453#0,07711139#0,2078984#2,492419#-0,5944262#0,2042652#2,710411#0,1704477#0,3254613#2,641662#-0,4038109#0,358599#2,783746#0,1329534#0,5054331#2,753096#-0,1969633#0,5355181#2,833495#-0,0374384#0,3028649#2,873481#-0,04543062#0,2335448#2,872202#0,0244785#0,1538291#2,868719#-0,1191719#0,161156#2,901455#0,02093991#-0,2700265#2,713412#-0,1260095#-0,2648997#3,10343#0,03615185#-0,6305681#2,634938#-0,06504731#-0,5593048#3,345058#-0,01181088#-0,7006575#2,585635#-0,09630531#-0,6481899#3,342111#1  
frame88 #-0,002347494#0,8201278#2,730388#-0,0249745#0,6260952#2,795477# 0,06277121#0,1874044#2,44278#-0,6459885#0,1938651#2,55428#0,1030358#0,2307659#2,517188#-0,5783117#0,234882#2,606963#0,2051184#0,3142917#2,684592#-0,4003917#0,3668624#2,732939#0,1354004#0,5051987#2,764122#-0,1958376#0,5337697#2,832046#-0,03780487#0,2970278#2,876733#-0,04448624#0,228009#2,877592#0,02681094#0,1480372#2,87588#-0,1203486#0,1563343#2,905944#0,0200441#-0,2735771#2,709055#-0,1251235#-0,2587411#3,108716#0,03615008#-0,6330974#2,632171#-0,0611733#-0,5186783#3,287358#-0,01185163#-0,7008737#2,585197#-0,07883596#-0,5713776#3,207059#1  
frame89 #-0,00222805#0,8170088#2,739411#-0,02933712#0,6195396#2,807278# 0,0908528#0,1313994#2,438189#-0,6005204#0,2339261#2,455983#0,1499818#0,2020006#2,543892#-0,5377151#0,2648401#2,520312#0,2162599#0,3173805#2,710353#-0,3832571#0,3747798#2,681162#0,1395319#0,5020938#2,781906#-0,1951059#0,5310158#2,831624#-0,04315217#0,2907494#2,883157#-0,04866689#0,2223001#2,884711#0,02366621#0,1420065#2,884075#-0,1271566#0,1506587#2,910824#0,01982317#-0,2744205#2,707644#-0,125124#-0,2594568#3,125774#0,03570215#-0,6334909#2,631281#-0,06571643#-0,5755222#3,381762#-0,01180186#-0,7027058#2,581197#-0,1022797#-0,6498439#3,378546#1  
frame90 #-0,01230675#0,8063272#2,760303#-0,0354942#0,6154927#2,820051# 0,1320972#0,09422126#2,487481#-0,5272249#0,2846065#2,401996#0,1502585#0,1591732#2,530497#-0,4713397#0,313644#2,473218#0,2242362#0,3026902#2,720443#-0,336974#0,4167968#2,671781#0,1368485#0,4997545#2,797194#-0,1960949#0,5254085#2,832371#-0,04595952#0,2857107#2,887361#-0,05010638#0,2176692#2,889195#0,02373026#0,1381243#2,888588#-0,1291232#0,1466977#2,912507#0,01745645#-0,2759701#2,704637#-0,1272542#-0,2527451#3,127054#0,03475758#-0,6344872#2,630773#-0,06544423#-0,5724788#3,380738#-0,01139903#-0,7032104#2,57988#-0,1022356#-0,6466621#3,379864#1  
frame91 #-0,01883666#0,8064988#2,768337#-0,04350023#0,6149204#2,840563# 0,1642274#0,09126327#2,568289#-0,4437926#0,3331677#2,37218#0,1668807#0,1596791#2,584183#-0,3969091#0,3577513#2,451179#0,2245392#0,3228183#2,809258#-0,3138626#0,4269052#2,63559#0,1367177#0,50401#2,825002#-0,1973913#0,521589#2,834465#-0,04712136#0,282979#2,893504#-0,04923157#0,2154271#2,894627#0,02797263#0,1359105#2,897299#-0,1289786#0,14486#2,913246#0,01472217#-0,2779166#2,702973#-0,1287112#-0,252249#3,130576#0,033162#-0,636399#2,627788#-0,06761555#-0,5703601#3,380169#-0,01152094#-0,7032723#2,579772#-0,1054871#-0,644774#3,381364#1  
frame92 #-0,03331158#0,8098986#2,788953#-0,05178891#0,6148072#2,854882# 0,1841683#0,06093647#2,614642#-0,380597#0,355872#2,284287#0,1818118#0,1312155#2,62024#-0,3282203#0,3777582#2,40558#0,2309135#0,3240808#2,81917#-0,3110965#0,4299943#2,635661#0,1336923#0,5050837#2,837932#-0,1998967#0,5193147#2,842888#-0,04884797#0,2804288#2,900358#-0,04946345#0,2129545#2,900927#0,02925278#0,1350369#2,903831#-0,1287601#0,1419023#2,915004#0,01221631#-0,2801726#2,700739#-0,1320461#-0,2556548#3,137162#0,0325698#-0,6365794#2,627223#-0,07026342#-0,570489#3,382085#-0,01210114#-0,7035487#2,579063#-0,1096909#-0,645568#3,385986#1  
frame93 #-0,05399022#0,8198488#2,827667#-0,05673057#0,6209054#2,875926# 0,1863815#0,05161317#2,739298#-0,2213365#0,4339009#2,259468#0,1864116#0,1226025#2,737716#-0,2271143#0,4055337#2,418691#0,2361468#0,3293098#2,911269#-0,2868724#0,40235#2,697725#0,1195871#0,5143597#2,874822#-0,2008997#0,5143167#2,868153#-0,05247286#0,2771054#2,912087#-0,05188167#0,2082696#2,913027#0,02645245#0,1348775#2,916931#-0,1292374#0,1370637#2,919341#0,005530372#-0,2833381#2,697259#-0,1377106#-0,2587904#3,145442#0,02909723#-0,6372659#2,62456#-0,07916005#-0,5697931#3,386015#-0,01265066#-0,7041934#2,578165#-0,07681262#-0,618415#3,302283#1  
frame94 #-0,05582765#0,8251954#2,839787#-0,06465539#0,6288021#2,884831# 0,1741231#0,04937545#2,77415#-0,1422043#0,4597269#2,282824#0,1744083#0,1198644#2,784733#-0,179124#0,4272281#2,429844#0,2214884#0,3314764#2,93931#-0,2925616#0,3932694#2,687851#0,1104264#0,5171313#2,88837#-0,2279553#0,5116829#2,863721#-0,05623136#0,2787821#2,916585#-0,0543386#0,2090915#2,917428#0,02610838#0,1353314#2,923395#-0,1322539#0,1357012#2,921148#0,003225641#-0,2840803#2,69682#-0,1417186#-0,2581512#3,144953#0,02736923#-0,6376757#2,623854#-0,08671217#-0,5647115#3,381943#-0,01273158#-0,7042953#2,577945#-0,0797937#-0,612795#3,298315#1  
frame95 #-0,07404665#0,8299489#2,851913#-0,07311508#0,6487042#2,876664# 0,1770234#0,05859189#2,816205#-0,04936066#0,5008215#2,319088#0,1674014#0,129092#2,820687#-0,1501406#0,4563113#2,46614#0,2118463#0,3319568#2,977365#-0,287899#0,4081833#2,708889#0,1066799#0,5234766#2,909318#-0,2255193#0,577683#2,909984#-0,06170364#0,2816648#2,918954#-0,0608551#0,209842#2,922199#0,01911487#0,1356634#2,930913#-0,13943#0,1358552#2,926004#0,00128619#-0,2850527#2,696107#-0,1459724#-0,2648017#3,149376#0,02690936#-0,6372498#2,62343#-0,08875308#-0,5669646#3,380877#-0,01273467#-0,7046464#2,577249#-0,08940652#-0,6160069#3,297705#1  
frame96 #-0,08666633#0,8342766#2,8613#-0,08116811#0,6523885#2,897256# 0,1794138#0,06792022#2,823833#0,002939353#0,5137128#2,347843#0,164752#0,1369283#2,834059#-0,0325465#0,5059688#2,415212#0,1936345#0,3457836#3,010307#-0,1330472#0,5322387#2,668664#0,1093536#0,5295582#2,93435#-0,2284177#0,5452314#2,911397#-0,06699591#0,2873645#2,925486#-0,06435608#0,2147808#2,927383#0,01788636#0,1390961#2,932307#-0,1426579#0,1386802#2,930708#-0,001907872#-0,2867619#2,695948#-0,1485396#-0,2631163#3,145467#0,02680665#-0,6371601#2,623463#-0,09285352#-0,5632437#3,370556#-0,01275826#-0,7047648#2,577141#-0,08655481#-0,6109315#3,287008#1  
frame97 #-0,09295787#0,8383868#2,874831#-0,07634334#0,6444963#2,942315# 0,1930779#0,08971907#2,83751#0,05147277#0,5222161#2,408166#0,1617306#0,1520188#2,851686#-0,03306642#0,4764898#2,487796#0,1866609#0,3555005#3,02338#-0,1978185#0,4426062#2,672213#0,1073776#0,5315159#2,94068#-0,2299758#0,5455534#2,911519#-0,06940676#0,2897787#2,938972#-0,06668572#0,2182923#2,935514#0,01673103#0,1413031#2,934045#-0,1458734#0,1408794#2,93813#-0,003835686#-0,2878731#2,69614#-0,149309#-0,2637911#3,145432#0,02657086#-0,6371421#2,623607#-0,09338128#-0,5638105#3,370221#-0,01272863#-0,704956#2,576801#-0,08498515#-0,60917#3,285736#1  
