frame1 #0,05362552#1,004908#3,648991#-0,004386277#0,8254374#3,669218# 0,09529204#0,6877391#3,561903#-0,1310211#0,2686463#3,413181#0,1630699#0,6510572#3,561907#-0,128394#0,3349259#3,452418#0,1683248#0,4595384#3,680503#-0,2334441#0,5021226#3,559418#0,1432425#0,6134855#3,667924#-0,1458637#0,7018756#3,586265#-0,01380378#0,4385135#3,674077#0,003998781#0,3700644#3,618533#0,07035245#0,2793172#3,630736#-0,05974533#0,3190927#3,58609#0,05061483#-0,251777#3,673751#-0,09294736#-0,2622752#3,413489#-0,07937327#-0,5714856#3,322844#-0,1004427#-0,6008482#3,299961#-0,04562847#-0,6231995#3,226412#-0,08847184#-0,6622576#3,225401#1  
frame75 #-0,2307551#0,8098547#2,541819#-0,1833222#0,6559951#2,615853# -0,3658619#0,1582421#2,457205#0,1248896#0,1855925#2,446538#-0,3161239#0,1839385#2,418481#0,065267#0,2514627#2,456585#-0,1588317#0,3080669#2,36112#-0,1136007#0,449073#2,500475#-0,1114362#0,5124514#2,508352#-0,3012639#0,6358517#2,570456#-0,1351053#0,2724131#2,69198#-0,1400657#0,1896771#2,66788#-0,08815351#0,1117225#2,618088#-0,1829323#0,1291367#2,709931#-0,1249192#-0,3348519#2,461666#-0,2675406#-0,2397311#2,991287#-0,07796308#-0,6632512#2,386615#-0,2925338#-0,5411583#2,955034#-0,1389205#-0,7161708#2,360518#-0,2549743#-0,5706076#2,850648#1  
frame76 #-0,2051191#0,7911437#2,49143#-0,1660236#0,6382568#2,571625# -0,4275365#0,1545785#2,434381#-0,1829614#0,2588093#2,707713#-0,3478025#0,1711794#2,39133#-0,1749011#0,3158655#2,671438#-0,1274762#0,2908531#2,337392#-0,09632082#0,4313534#2,456231#-0,0818743#0,4990941#2,473588#-0,2839653#0,6181133#2,526227#-0,1200643#0,2632145#2,656812#-0,1247885#0,1824943#2,640608#-0,07931126#0,1146308#2,61111#-0,1643261#0,1228243#2,683111#-0,1189085#-0,3241841#2,458179#-0,2529636#-0,2033559#2,927186#-0,0771221#-0,6635367#2,38525#-0,04198168#-0,5312179#3,028756#-0,1383848#-0,7167857#2,360506#-0,04842141#-0,5606788#2,917979#1  
frame77 #-0,1880876#0,8130256#2,509272#-0,1576377#0,6297957#2,559977# -0,4105157#0,1575647#2,355386#-0,3914423#0,09436378#3,010233#-0,3464242#0,1643248#2,334091#-0,3711351#0,1438614#2,961002#-0,1042068#0,2792365#2,328803#-0,3321397#0,321106#2,833213#-0,06440093#0,485697#2,455968#-0,3000972#0,5280883#2,691793#-0,09927818#0,261824#2,638279#-0,1161731#0,1819195#2,62937#-0,05845158#0,1223091#2,598732#-0,159305#0,116842#2,671113#-0,1124649#-0,3160782#2,455906#-0,2489813#-0,2063608#2,902442#-0,0769106#-0,6633371#2,383921#-0,05417502#-0,5340765#3,031646#-0,1383315#-0,7170387#2,360357#-0,05849551#-0,563027#2,920544#1  
frame78 #-0,1614709#0,806628#2,480683#-0,1487342#0,6079145#2,537232# -0,343693#0,160526#2,270346#-0,4782153#0,08926693#2,980105#-0,2529001#0,1743159#2,272013#-0,4549434#0,1266699#2,928449#-0,01395227#0,2888739#2,330084#-0,3615016#0,3159411#2,796745#-0,02823884#0,4702943#2,43657#-0,3046135#0,5187473#2,664421#-0,1003889#0,2613185#2,630092#-0,1134578#0,183037#2,623284#-0,05112511#0,1212568#2,59412#-0,1606216#0,1135195#2,668035#-0,108918#-0,3114066#2,45245#-0,2429958#-0,2540937#2,90809#-0,076037#-0,6630611#2,382464#-0,02352451#-0,5565349#3,057653#-0,1377038#-0,7167455#2,359316#-0,03150841#-0,5810427#2,945615#1  
frame79 #-0,1439099#0,798669#2,465676#-0,1408243#0,5965996#2,52048# -0,2233533#0,1525509#2,213422#-0,5484088#0,1196311#2,895256#-0,1366172#0,1680377#2,239596#-0,4968047#0,1794813#2,84832#0,009504215#0,2768508#2,332558#-0,3994634#0,3129593#2,751752#-0,009118424#0,4604945#2,433008#-0,3077472#0,511381#2,622388#-0,103588#0,2592378#2,624713#-0,1130593#0,1825352#2,620802#-0,04717836#0,1164217#2,597052#-0,1662812#0,1092245#2,662145#-0,1041576#-0,3067812#2,44887#-0,2347016#-0,2125722#2,899107#-0,07508907#-0,6629961#2,380668#-0,04931839#-0,5338678#3,058652#-0,1370206#-0,716648#2,357971#-0,05431265#-0,5614215#2,947079#1  
frame80 #-0,1147773#0,779052#2,440568#-0,131922#0,5894754#2,511515# -0,2004473#0,1410207#2,1428#-0,6268147#0,1250733#2,796833#-0,1252616#0,1561133#2,193577#-0,5665653#0,1810498#2,755656#0,03748836#0,2639#2,341828#-0,4339002#0,3105583#2,698266#0,01441082#0,4492646#2,436248#-0,3032754#0,5009037#2,597292#-0,1069445#0,2546153#2,618367#-0,1143198#0,1798526#2,616941#-0,04601558#0,1070696#2,600685#-0,1779085#0,1037701#2,652817#-0,1017099#-0,304613#2,445998#-0,235439#-0,2131869#2,896445#-0,07457987#-0,6617578#2,378581#-0,04914726#-0,5305562#3,065838#-0,1367648#-0,7162296#2,358508#-0,05404484#-0,5583817#2,954264#1  
frame81 #-0,1062123#0,7721193#2,435484#-0,1243225#0,5808548#2,507769# -0,1150168#0,1334161#2,112368#-0,7323828#0,1106073#2,685335#-0,03922257#0,1514364#2,206411#-0,6539154#0,1573157#2,674136#0,05730435#0,2592887#2,356094#-0,462291#0,3121657#2,642527#0,02279354#0,4479005#2,439804#-0,2921623#0,4909773#2,56966#-0,108473#0,2517078#2,60996#-0,1146128#0,17911#2,609229#-0,04210591#0,1031663#2,596323#-0,1856632#0,1063497#2,644619#-0,09746976#-0,2990422#2,441937#-0,214143#-0,2425184#2,847493#-0,07297796#-0,6597297#2,376479#-0,03436214#-0,5403783#3,050505#-0,1349787#-0,7148433#2,357526#-0,03948164#-0,566184#2,938426#1  
frame82 #-0,09925054#0,7676629#2,431075#-0,1166799#0,5738517#2,503643# 0,05182808#0,1009597#2,188294#-0,7425121#0,1441209#2,549817#0,001631707#0,1460753#2,196495#-0,6819924#0,1712127#2,564841#0,09165773#0,2223645#2,370074#-0,4745016#0,3214104#2,576547#0,03728347#0,4431128#2,448193#-0,2882542#0,4881388#2,560829#-0,1103226#0,2489243#2,603247#-0,1160273#0,1778267#2,603818#-0,0414548#0,1001662#2,594353#-0,1932735#0,1066052#2,63713#-0,09425627#-0,2943368#2,438474#-0,2218243#-0,2476172#2,829143#-0,07169701#-0,6585954#2,374357#-0,04736595#-0,5399386#3,042801#-0,136105#-0,7161173#2,351453#-0,05016983#-0,5655544#2,930618#1  
frame83 #-0,08821031#0,7603967#2,43017#-0,1114307#0,5698487#2,503316# 0,05662241#0,09573706#2,068182#-0,7305025#0,188868#2,431719#0,07605605#0,1388035#2,218987#-0,6666743#0,2109894#2,457038#0,1024183#0,2545072#2,391992#-0,4927152#0,3187875#2,515066#0,04588268#0,4407327#2,458766#-0,2797453#0,4827065#2,547181#-0,111694#0,2447804#2,597866#-0,1168151#0,1745847#2,59925#-0,04078497#0,09549221#2,592834#-0,197673#0,1048795#2,629104#-0,09234875#-0,2916876#2,435275#-0,2169396#-0,2476785#2,823112#-0,07115039#-0,6549466#2,37084#-0,04116669#-0,5232021#3,054683#-0,1364033#-0,7166027#2,347755#-0,05103206#-0,5510662#2,943461#1  
frame84 #-0,08128111#0,7586293#2,431937#-0,1093618#0,5675248#2,50388# 0,1038448#0,07279871#2,094955#-0,7719318#0,1998873#2,300146#0,1078303#0,1373338#2,207156#-0,6922499#0,220617#2,341173#0,1186176#0,253578#2,407535#-0,4892482#0,3285502#2,462504#0,05567951#0,4382797#2,471497#-0,2734683#0,4804256#2,540282#-0,1115692#0,239886#2,595045#-0,1158054#0,1701556#2,597654#-0,03784206#0,09058309#2,595169#-0,1979335#0,1000719#2,624532#-0,09078982#-0,2898561#2,432653#-0,2130605#-0,2493638#2,822274#-0,07085408#-0,654116#2,369977#-0,03911471#-0,5181099#3,062007#-0,1397009#-0,7174804#2,342647#-0,04950833#-0,5463021#2,950889#1  
frame85 #-0,07710967#0,7584325#2,436447#-0,1087571#0,5656754#2,50889# 0,1393254#0,05729065#2,139901#-0,7155209#0,2366442#2,210633#0,1262086#0,1268681#2,209851#-0,6452028#0,2575952#2,266148#0,1396425#0,2381758#2,414562#-0,4765807#0,3354495#2,414299#0,06101324#0,4364636#2,484467#-0,2690093#0,4783297#2,535245#-0,1120479#0,2376293#2,595017#-0,1152841#0,1684312#2,598607#-0,03649614#0,08810068#2,600279#-0,1974096#0,0989894#2,623865#-0,08861389#-0,2872239#2,431154#-0,201636#-0,2569268#2,826241#-0,07131364#-0,6532978#2,369572#-0,02993834#-0,5172709#3,075485#-0,1388818#-0,718057#2,337251#-0,04166955#-0,5518636#2,966306#1  
frame86 #-0,07539443#0,7586791#2,442298#-0,1088232#0,564335#2,516279# 0,165658#0,04568969#2,189806#-0,6547698#0,2619017#2,133101#0,1601485#0,1067263#2,240224#-0,5898086#0,2777867#2,19629#0,164044#0,2387716#2,432796#-0,4363164#0,3591414#2,403754#0,0640157#0,4347376#2,499142#-0,2685#0,478225#2,533858#-0,1132096#0,235869#2,596927#-0,1157012#0,1671897#2,601204#-0,03617248#0,08653471#2,608421#-0,1979113#0,09829287#2,623775#-0,08794163#-0,2865048#2,430567#-0,1961232#-0,2611265#2,801164#-0,07233685#-0,6520628#2,368599#-0,02449179#-0,5213703#3,05036#-0,1383902#-0,7185094#2,333833#-0,05387526#-0,5561779#2,944631#1  
frame87 #-0,07662357#0,7626621#2,45451#-0,110455#0,5642514#2,521879# 0,1783282#0,02531125#2,237375#-0,5669374#0,2950976#2,077515#0,1672774#0,09460673#2,267295#-0,5239777#0,3056471#2,158212#0,1713354#0,242768#2,45987#-0,4167453#0,3755619#2,360117#0,06542009#0,4440349#2,521191#-0,2679456#0,4776538#2,533031#-0,1142438#0,2352041#2,596933#-0,1156314#0,1669187#2,601845#-0,03517804#0,0872931#2,610793#-0,1980664#0,09751242#2,622776#-0,08773778#-0,2860308#2,430104#-0,202108#-0,259353#2,807952#-0,07260859#-0,651307#2,368258#-0,03051686#-0,5195357#3,057153#-0,1379075#-0,7187943#2,33306#-0,06010503#-0,5605248#2,953698#1  
frame88 #-0,07858741#0,7652693#2,464311#-0,1104911#0,5655493#2,529979# 0,17916#0,01895175#2,283124#-0,5006619#0,3114129#1,969637#0,1735553#0,08938257#2,326382#-0,443835#0,3230367#2,159924#0,1743717#0,2768976#2,531731#-0,3932697#0,3879097#2,353958#0,06289829#0,4486573#2,532488#-0,2674259#0,477166#2,532781#-0,1148267#0,2344019#2,599063#-0,1157783#0,1663286#2,604192#-0,03532971#0,08865616#2,616238#-0,198178#0,09692099#2,622139#-0,08735282#-0,2854764#2,429444#-0,199552#-0,3003969#2,839225#-0,07279333#-0,6508601#2,367981#-0,02807991#-0,5603991#3,0883#-0,1372731#-0,7190977#2,333208#-0,05764066#-0,6014024#2,984908#1  
frame89 #-0,08297487#0,7650552#2,47536#-0,1110476#0,5672674#2,539092# 0,170498#0,01392169#2,345361#-0,37958#0,3418803#1,982431#0,169723#0,08171833#2,366601#-0,3814836#0,3097885#2,161969#0,1778176#0,2728143#2,55479#-0,3602688#0,3983431#2,351282#0,065411#0,4563001#2,550405#-0,2659182#0,4761136#2,533486#-0,1153279#0,2338283#2,60123#-0,115691#0,1658871#2,60635#-0,03509431#0,08892524#2,619619#-0,1981132#0,09644043#2,621526#-0,08704142#-0,2856647#2,429484#-0,2013404#-0,2738105#2,82031#-0,07421029#-0,6503822#2,365622#-0,02997518#-0,5336507#3,069275#-0,1358674#-0,7198739#2,332263#-0,05951277#-0,5746687#2,965933#1  
frame90 #-0,08570843#0,7687694#2,487222#-0,1123597#0,5711434#2,548141# 0,1529493#0,0130229#2,396415#-0,3049048#0,3422089#2,027283#0,1563334#0,08771327#2,428965#-0,3409176#0,3214018#2,160032#0,1855235#0,272465#2,600433#-0,3583495#0,400812#2,353544#0,06513957#0,460523#2,564205#-0,262777#0,4758007#2,535741#-0,1157475#0,2335396#2,604034#-0,1156913#0,1653821#2,609082#-0,035194#0,08968307#2,623533#-0,197951#0,09603041#2,621048#-0,08694761#-0,2850586#2,428946#-0,2007952#-0,2753105#2,821229#-0,07462699#-0,6497768#2,365449#-0,02945711#-0,5351096#3,070208#-0,1351792#-0,7201676#2,332465#-0,06089321#-0,5727769#2,966118#1  
frame91 #-0,09043027#0,7778896#2,510914#-0,114181#0,5766639#2,567927# 0,1139394#0,0003649557#2,491157#-0,1222269#0,3770505#2,053416#0,1188758#0,07803176#2,524441#-0,2400163#0,3400218#2,200262#0,1542081#0,282872#2,670369#-0,3395919#0,4089089#2,369285#0,06564511#0,4698467#2,611671#-0,2579266#0,4996768#2,550429#-0,1158462#0,2346726#2,609295#-0,1149295#0,1662131#2,613017#-0,0343928#0,09078808#2,627613#-0,1974078#0,09610344#2,620721#-0,08699762#-0,2853816#2,4286#-0,1996501#-0,2783661#2,821718#-0,07533357#-0,6498027#2,364907#-0,02834153#-0,5381204#3,070699#-0,1346119#-0,7207652#2,331286#-0,04085835#-0,5646604#2,959401#1  
frame92 #-0,09045072#0,7786175#2,519152#-0,1155868#0,5771216#2,572272# 0,09780866#-0,00286582#2,521357#-0,06242985#0,3854276#2,141119#0,1076173#0,08096619#2,556946#-0,1102925#0,3695974#2,186345#0,1419884#0,2833831#2,725328#-0,3077657#0,3765769#2,37856#0,06487864#0,4713059#2,613173#-0,2583083#0,4996285#2,550488#-0,1159018#0,2362443#2,613018#-0,1147219#0,1677733#2,616817#-0,03393909#0,09256214#2,633003#-0,1970199#0,0964989#2,620531#-0,08700768#-0,2867149#2,42802#-0,1958009#-0,3031006#2,83697#-0,0758352#-0,6500003#2,364412#-0,02458918#-0,5627081#3,085848#-0,134583#-0,7211575#2,330351#-0,03746502#-0,5876256#2,974257#1  
