frame1 #0,01015014#0,9490258#3,354161#-0,00324358#0,7757543#3,457644# -0,03779841#0,5152422#3,171166#-0,2436889#0,1130977#3,341006#0,01552166#0,5065663#3,21101#-0,2370721#0,1994694#3,382158#0,1754819#0,4805387#3,344265#-0,2300741#0,4436167#3,516599#0,171575#0,6598747#3,462723#-0,1640796#0,6856566#3,437276#-0,007989557#0,4129052#3,473063#-0,004688547#0,3453882#3,42856#0,07058063#0,2642059#3,419893#-0,08046392#0,2758078#3,42223#0,06989718#-0,2564878#3,514182#-0,09541876#-0,2598784#3,229805#0,007047806#-0,5902203#3,491258#-0,09636378#-0,5966367#3,116755#-0,02271122#-0,610953#3,376998#-0,08778188#-0,6447281#3,024668#1  
frame74 #-0,09021904#0,8024634#2,429603#-0,09075859#0,61625#2,490621# -0,3269942#0,1586913#2,316546#-0,5028747#0,07727496#2,96479#-0,2370282#0,187219#2,305901#-0,4743659#0,1387118#2,90159#0,03286983#0,272802#2,288779#-0,3446189#0,3224815#2,741522#0,03736655#0,4641008#2,405832#-0,2635733#0,5187435#2,584258#-0,07613006#0,2460157#2,586902#-0,09009223#0,1651631#2,581156#-0,02472309#0,09975067#2,560997#-0,1501953#0,09331661#2,619246#-0,04096363#-0,2746874#2,382137#-0,1961386#-0,2804593#2,813879#-0,03741753#-0,6327737#2,323898#-0,1237751#-0,5544642#2,893642#-0,1012936#-0,708047#2,268256#-0,188479#-0,5857592#2,952285#1  
frame75 #-0,0423342#0,7833625#2,414906#-0,06643056#0,5955356#2,480989# -0,2215552#0,1708186#2,266656#-0,5461075#0,1394667#2,825954#-0,204028#0,1959531#2,267934#-0,4941292#0,1963964#2,773734#0,07320657#0,2559142#2,303747#-0,3715976#0,3233941#2,674252#0,06143871#0,4508276#2,410615#-0,2516469#0,5001761#2,547149#-0,07230081#0,2407243#2,576495#-0,08454286#0,163177#2,571998#-0,01176614#0,08931458#2,554945#-0,1547214#0,09102078#2,607575#-0,03440622#-0,2723754#2,378485#-0,1767402#-0,2913191#2,803616#-0,03475226#-0,6325018#2,322551#-0,0996883#-0,5512505#2,908543#-0,09779425#-0,7080607#2,2666#-0,1385034#-0,4606281#2,842513#1  
frame76 #-0,0003780522#0,7560117#2,400614#-0,04849915#0,5713406#2,47224# -0,184283#0,1490821#2,150368#-0,6621064#0,1273282#2,584643#-0,09685968#0,144318#2,185027#-0,5861565#0,1820302#2,574342#0,1035667#0,2352061#2,320739#-0,4236002#0,310562#2,55534#0,1033829#0,4271106#2,434703#-0,2225527#0,4850988#2,506099#-0,06274721#0,2233983#2,562258#-0,07144854#0,1495362#2,560589#0,006086365#0,07054345#2,553039#-0,1521659#0,07831721#2,592621#-0,0257712#-0,2847362#2,368124#-0,165628#-0,2907096#2,800246#-0,02772322#-0,6305875#2,318661#-0,04793125#-0,5377216#2,894927#-0,09436082#-0,7077696#2,263139#-0,1043915#-0,4533539#2,835691#1  
frame77 #0,0157967#0,748818#2,400663#-0,0311897#0,55495#2,471754# -0,1308732#0,1280407#2,111912#-0,663204#0,1621095#2,435608#-0,006367937#0,1326268#2,205436#-0,596917#0,1908588#2,463277#0,1330217#0,2175391#2,352047#-0,4295439#0,31746#2,482084#0,1155759#0,4206409#2,446382#-0,207348#0,4773711#2,497005#-0,05445759#0,2121852#2,558805#-0,06292932#0,1399176#2,558474#0,01419569#0,06134588#2,556468#-0,1477066#0,07123414#2,585707#-0,02358663#-0,2892148#2,364904#-0,1622254#-0,2721465#2,802896#-0,02597169#-0,6291302#2,317856#-0,0585432#-0,5205932#2,903938#-0,09098189#-0,7076147#2,261876#-0,1186632#-0,4255557#2,871822#1  
frame78 #0,02486392#0,7423809#2,403736#-0,02854265#0,5510679#2,474687# -0,03013728#0,1089568#2,137001#-0,6671347#0,1689068#2,300406#0,0114227#0,1300445#2,203219#-0,6140109#0,201141#2,33132#0,1705727#0,2059494#2,376817#-0,4113515#0,3312441#2,421504#0,1287364#0,4199091#2,466289#-0,1965545#0,4671478#2,491849#-0,05318077#0,2061807#2,560227#-0,06007368#0,1338719#2,561344#0,01808595#0,05365771#2,564333#-0,1467771#0,06765954#2,585129#-0,02146034#-0,2910365#2,363444#-0,1615073#-0,268376#2,807198#-0,0254091#-0,6288814#2,317495#-0,06056792#-0,5124454#2,915705#-0,08999769#-0,7076142#2,2612#-0,1202233#-0,4207292#2,875968#1  
frame79 #0,0315115#0,737257#2,410244#-0,02610099#0,5464528#2,480036# 0,0599824#0,09906416#2,209514#-0,6441381#0,1969598#2,158868#0,0771101#0,09662522#2,231314#-0,5825664#0,2234773#2,224886#0,1607681#0,2181771#2,394796#-0,3976959#0,3351808#2,363708#0,1318976#0,4201722#2,47559#-0,1889827#0,4615014#2,489602#-0,04624671#0,1950682#2,563513#-0,05102285#0,1214039#2,565939#0,02629586#0,04539218#2,571162#-0,1367393#0,05452189#2,584105#-0,02054371#-0,2928902#2,362015#-0,1602997#-0,2656032#2,808112#-0,02483031#-0,6288885#2,31735#-0,06358908#-0,5080647#2,919866#-0,0884767#-0,7065449#2,259518#-0,122301#-0,4169505#2,878915#1  
frame80 #0,04307394#0,7331058#2,422157#-0,02315335#0,5438399#2,485739# 0,06794479#0,07197515#2,153167#-0,5970308#0,2166174#2,080067#0,09966715#0,08423015#2,249805#-0,5295607#0,2408785#2,140835#0,1629432#0,2188184#2,411799#-0,3661445#0,3479432#2,317138#0,1393884#0,4192261#2,496426#-0,1807052#0,455873#2,490389#-0,04761218#0,1924162#2,562577#-0,05195368#0,1189929#2,565894#0,02485706#0,0422974#2,572161#-0,1383304#0,05279595#2,581967#-0,01988006#-0,2943045#2,360707#-0,1626768#-0,2706227#2,825337#-0,02466272#-0,6290103#2,31694#-0,05275003#-0,5184401#2,913373#-0,08834882#-0,7062837#2,259623#-0,1151148#-0,4263858#2,882568#1  
frame81 #0,04300877#0,7307862#2,427984#-0,02021129#0,5415158#2,496265# 0,09626362#0,02262269#2,132007#-0,5023811#0,2546183#1,965027#0,09991914#0,07567677#2,229651#-0,4545661#0,2634282#2,091107#0,1636274#0,1842263#2,411043#-0,3093751#0,3811395#2,317864#0,1480358#0,4163582#2,519382#-0,1775021#0,4528201#2,491776#-0,04768759#0,1900803#2,562527#-0,05154371#0,1174126#2,56622#0,02600802#0,03901938#2,573492#-0,1385542#0,05160967#2,58058#-0,01965441#-0,2958689#2,360223#-0,1619017#-0,2747286#2,828979#-0,02422174#-0,629199#2,316222#-0,05146974#-0,5207986#2,91714#-0,08823541#-0,7063018#2,259977#-0,1140826#-0,4295264#2,886234#1  
frame82 #0,04320046#0,7309381#2,445742#-0,02007898#0,5385643#2,514448# 0,1159946#0,001525689#2,166047#-0,431564#0,2805824#1,899706#0,1297251#0,05674505#2,246616#-0,3270038#0,3250028#2,105683#0,1675964#0,1801978#2,424942#-0,3009473#0,3702798#2,322119#0,1473221#0,414287#2,524881#-0,1721002#0,447468#2,495264#-0,04599594#0,182564#2,569387#-0,0498877#0,1101301#2,572006#0,02783738#0,033468#2,580398#-0,137302#0,04657498#2,580906#-0,01940363#-0,296291#2,359833#-0,1619146#-0,2754858#2,829002#-0,02380445#-0,6290069#2,3158#-0,06408327#-0,5196273#2,928929#-0,08706192#-0,7056025#2,258906#-0,1233023#-0,4284013#2,893204#1  
frame83 #0,04153405#0,7311713#2,457557#-0,02165647#0,5379835#2,525774# 0,1294808#-0,01493765#2,209569#-0,3136808#0,3056527#1,874426#0,1360141#0,0549978#2,264815#-0,2574568#0,3405845#2,094539#0,180815#0,1761501#2,465075#-0,2841903#0,3813044#2,311267#0,1509158#0,4003472#2,54089#-0,1666284#0,4454064#2,498819#-0,04429743#0,1799574#2,574235#-0,04752963#0,1075353#2,576623#0,03226611#0,02985671#2,588284#-0,1357856#0,04490876#2,581383#-0,01906287#-0,2944707#2,360584#-0,1597176#-0,2851401#2,832304#-0,02361334#-0,628315#2,315569#-0,06486359#-0,5282506#2,933879#-0,08631796#-0,7048505#2,258805#-0,1242127#-0,4376576#2,89807#1  
frame84 #0,04000432#0,7310761#2,468377#-0,02255467#0,5377962#2,531452# 0,1359611#-0,03077831#2,253334#-0,1969498#0,3306236#1,862709#0,1421997#0,04027895#2,301942#-0,251311#0,3864203#2,086723#0,1809961#0,1950137#2,526062#-0,2722117#0,4448231#2,298963#0,1510047#0,4002397#2,554325#-0,1632719#0,4453938#2,503576#-0,04347224#0,1783855#2,577732#-0,04622681#0,1058117#2,580536#0,03351299#0,02809202#2,595289#-0,1341762#0,0435032#2,58172#-0,01866441#-0,2921675#2,362186#-0,1596126#-0,2867863#2,832573#-0,02342488#-0,6275174#2,315093#-0,08805068#-0,5260255#2,953028#-0,08477552#-0,7038916#2,257421#-0,1330819#-0,4608752#2,924964#1  
frame85 #0,03762333#0,7320592#2,476642#-0,02350849#0,5407701#2,54072# 0,1432967#-0,04156194#2,303626#-0,116796#0,3374818#1,869372#0,1483214#0,03829436#2,346965#-0,1223926#0,3459592#1,95924#0,1845689#0,2001585#2,543423#-0,1424004#0,4016103#2,246857#0,1476002#0,4072721#2,567661#-0,1592421#0,4437917#2,513797#-0,04256361#0,1772743#2,581489#-0,04501319#0,1042781#2,584401#0,03427086#0,02737941#2,600248#-0,1324324#0,04265366#2,582224#-0,01822083#-0,2902284#2,363565#-0,1585718#-0,2927286#2,832394#-0,02265959#-0,6262472#2,314516#-0,09570464#-0,5253003#2,965813#-0,08353147#-0,7025474#2,25698#-0,1684322#-0,4838148#2,964083#1  
frame86 #0,03763769#0,7323109#2,484583#-0,02521899#0,5473473#2,539211# 0,1407656#-0,04371962#2,338444#-0,007703403#0,35983#1,897771#0,1514361#0,0341414#2,368999#-0,05916757#0,3669477#2,044792#0,1936148#0,2046999#2,58106#-0,09848225#0,4091707#2,256859#0,1488898#0,4139539#2,583631#-0,159614#0,4423974#2,517057#-0,04204256#0,1768753#2,582176#-0,0435879#0,1025561#2,587064#0,03696667#0,02667083#2,604862#-0,1302039#0,03874896#2,584038#-0,01789712#-0,2880952#2,365047#-0,158144#-0,2937666#2,831221#-0,02263214#-0,6262426#2,314362#-0,07499564#-0,5353422#2,938291#-0,08285403#-0,701494#2,255469#-0,131604#-0,4450214#2,900935#1  
frame87 #0,02927529#0,737352#2,50002#-0,02133936#0,5486125#2,547523# 0,1418717#-0,0433965#2,387893#0,08459359#0,3755957#1,934933#0,1496761#0,03382433#2,408886#0,01521444#0,3749199#2,05595#0,1876425#0,2113956#2,611399#-0,06581293#0,4235404#2,273605#0,15511#0,4093698#2,595053#-0,1665691#0,4556582#2,518866#-0,04209452#0,1796676#2,586354#-0,0442734#0,1054209#2,590865#0,03750333#0,02668384#2,607275#-0,1334143#0,04022493#2,58638#-0,01769893#-0,2872518#2,366355#-0,154279#-0,303339#2,831362#-0,02243649#-0,6257777#2,314015#-0,09428725#-0,5358605#2,962728#-0,08064833#-0,700254#2,252825#-0,1403175#-0,4731125#2,933217#1  
frame88 #0,03977631#0,738884#2,52552#-0,01927599#0,5463922#2,57001# 0,1419968#-0,03707324#2,469885#0,1832585#0,3652276#2,063319#0,1497947#0,03054537#2,484676#0,1158739#0,3674778#2,121045#0,184754#0,210962#2,674903#-0,01318873#0,4172946#2,310041#0,1646236#0,4068503#2,646361#-0,1664754#0,4579223#2,51933#-0,04083062#0,1847024#2,594182#-0,04250906#0,1115989#2,597459#0,04048212#0,02942928#2,619769#-0,133007#0,04292453#2,585949#-0,01749284#-0,2877747#2,367015#-0,1549721#-0,3019414#2,830767#-0,02287014#-0,6257674#2,31389#-0,1030088#-0,5277879#2,973348#-0,0792682#-0,699986#2,251348#-0,1769345#-0,4901654#2,971474#1  
