frame1 #0,04797318#0,9895168#3,517076#-0,00815396#0,8079355#3,565327# 0,03762011#0,4760563#3,27061#-0,2176751#0,2668344#3,458651#0,03220759#0,5199093#3,320993#-0,2309242#0,3254276#3,476716#0,1825954#0,5139036#3,447882#-0,2706714#0,5012071#3,544826#0,1641827#0,6731151#3,589005#-0,1418076#0,6993605#3,503159#-0,008055218#0,4356314#3,575233#0,009184649#0,3695587#3,521801#0,08089305#0,2913288#3,53586#-0,05680262#0,3031393#3,488787#0,0512359#-0,220549#3,584054#-0,1198941#-0,2427648#3,234087#-0,03478785#-0,566195#3,552817#-0,1217842#-0,608567#3,181313#-0,06941114#-0,5960722#3,449121#-0,09539497#-0,653509#3,097671#1  
frame74 #-0,1905749#0,818141#2,5665#-0,188286#0,6301112#2,623962# -0,4915974#0,1103443#2,48801#-0,5801712#0,2289993#3,033143#-0,4036828#0,1316371#2,46075#-0,5398274#0,2529634#2,981025#-0,1785578#0,291922#2,441705#-0,4325697#0,3648151#2,860351#-0,08691801#0,4863177#2,528257#-0,3486593#0,5260091#2,76595#-0,1412335#0,2531142#2,677875#-0,1430904#0,1748198#2,67672#-0,06560592#0,09992035#2,642383#-0,2008639#0,1058516#2,72207#-0,1713342#-0,3090911#2,508315#-0,07748078#-0,3480303#3,014264#-0,1006735#-0,6408448#2,475537#0,01896992#-0,6376469#2,984325#-0,1527282#-0,7071831#2,432615#-0,02313991#-0,6558154#2,879095#1  
frame75 #-0,1804095#0,804688#2,554032#-0,1774613#0,6116288#2,612932# -0,4655181#0,1055162#2,420348#-0,6955263#0,1941218#2,935423#-0,3790177#0,1233844#2,405056#-0,6217498#0,2403205#2,89676#-0,1680031#0,2421289#2,430033#-0,4787838#0,3542219#2,816783#-0,06354499#0,468148#2,528415#-0,356553#0,5149426#2,729338#-0,1397224#0,246602#2,675461#-0,1408928#0,1705824#2,675666#-0,06109899#0,09364769#2,646559#-0,2023823#0,1008679#2,718238#-0,164741#-0,3060915#2,502236#-0,07665497#-0,3518563#3,014223#-0,09998617#-0,6406347#2,474879#0,02720347#-0,6288251#3,055231#-0,1538622#-0,7077465#2,431048#-0,006717473#-0,6429712#2,946358#1  
frame76 #-0,1632661#0,7880981#2,547484#-0,1653811#0,5992581#2,613159# -0,4557171#0,08869058#2,350258#-0,7713869#0,1908148#2,834764#-0,3879371#0,1049684#2,359897#-0,6904029#0,2317514#2,80731#-0,1567602#0,2350138#2,428292#-0,5106784#0,354958#2,76477#-0,04096761#0,4559849#2,534858#-0,3371043#0,5058482#2,693345#-0,1323401#0,2360918#2,673107#-0,1333088#0,1616912#2,674065#-0,05090943#0,08356899#2,655859#-0,1993715#0,0935307#2,707028#-0,1571665#-0,30048#2,497782#-0,06462374#-0,3359323#3,033602#-0,09921193#-0,6407519#2,474386#0,02172048#-0,622377#3,051082#-0,1546144#-0,7078676#2,428642#-0,011748#-0,6380152#2,94217#1  
frame77 #-0,1482152#0,7808121#2,544957#-0,15048#0,5871418#2,611332# -0,3956035#0,09346753#2,294181#-0,794211#0,2239248#2,666755#-0,3300789#0,09854351#2,317066#-0,7310048#0,2526935#2,676073#-0,1256423#0,219039#2,427869#-0,5475066#0,3464606#2,704247#-0,02709004#0,4490078#2,543041#-0,3330398#0,496899#2,681857#-0,1322146#0,237524#2,672388#-0,1323985#0,1652486#2,674558#-0,05251796#0,08910209#2,657503#-0,1995262#0,09487818#2,707509#-0,1537974#-0,3002421#2,494762#-0,06560349#-0,3310816#3,04174#-0,09804953#-0,640739#2,474007#0,0299145#-0,6100974#3,075542#-0,1551843#-0,7079182#2,426675#0,001739126#-0,6248332#2,965005#1  
frame78 #-0,1382364#0,7694634#2,546902#-0,147855#0,5780605#2,616173# -0,3111162#0,07845245#2,258665#-0,8264028#0,2182463#2,564872#-0,2341371#0,1095497#2,318205#-0,7631158#0,2470518#2,574201#-0,08511089#0,216225#2,428562#-0,5548226#0,3562396#2,635699#-0,01683723#0,4432195#2,552351#-0,3236983#0,4841839#2,667898#-0,1327403#0,2358398#2,672616#-0,1323245#0,1646753#2,6751#-0,05334018#0,08875325#2,659631#-0,1999452#0,09426764#2,707299#-0,1512558#-0,2995829#2,492943#-0,05583638#-0,3310516#3,039757#-0,09732755#-0,6402515#2,473694#0,02070338#-0,5844359#3,154243#-0,1552435#-0,7078434#2,425972#-0,008892721#-0,6044042#3,04487#1  
frame79 #-0,1313421#0,7629895#2,550736#-0,1460561#0,5694826#2,624194# -0,2517841#0,07395395#2,238835#-0,808107#0,2524264#2,437888#-0,1801119#0,1103261#2,320025#-0,7472714#0,2708012#2,467549#-0,03430803#0,2121252#2,440704#-0,5554303#0,3523391#2,570629#-0,00552752#0,4374006#2,567623#-0,3184424#0,4798794#2,66194#-0,134016#0,2311498#2,677054#-0,1336284#0,1613213#2,679806#-0,05662233#0,08513588#2,669784#-0,2025008#0,09154291#2,70839#-0,1500003#-0,3000109#2,490007#-0,05524608#-0,3323491#3,042522#-0,09710439#-0,6388227#2,472331#0,0243294#-0,6036614#3,196256#-0,1549006#-0,7077668#2,425462#-0,003383473#-0,6204788#3,085847#1  
frame80 #-0,1242498#0,7534763#2,563613#-0,1435286#0,5639502#2,631794# -0,1758035#0,07949023#2,258891#-0,7983248#0,2783258#2,318976#-0,116873#0,1206521#2,340019#-0,7154942#0,2800424#2,36515#0,02542658#0,2196966#2,468073#-0,5429791#0,355667#2,514692#0,01258502#0,4208645#2,602963#-0,313813#0,4692048#2,658114#-0,135434#0,2286142#2,679159#-0,1343179#0,159721#2,681867#-0,05583724#0,08306779#2,672547#-0,20781#0,08868713#2,708802#-0,1492283#-0,3004297#2,488384#-0,05550085#-0,329471#3,049399#-0,09702399#-0,6388521#2,472054#0,02282305#-0,6203629#3,247416#-0,1552739#-0,7077844#2,424549#-0,00292125#-0,633568#3,136038#1  
frame81 #-0,1201592#0,7479994#2,579028#-0,1410634#0,555033#2,647276# -0,1089919#0,07423158#2,289277#-0,792534#0,294637#2,210375#-0,07616237#0,09456152#2,35224#-0,6395962#0,2877674#2,309379#0,03534925#0,2203904#2,488003#-0,5128629#0,3615296#2,470397#0,01832629#0,4215629#2,607431#-0,3093406#0,4576911#2,657591#-0,1398402#0,2215919#2,692541#-0,1405662#0,153593#2,695963#-0,06417261#0,06950171#2,699516#-0,2158437#0,08564134#2,713203#-0,1491814#-0,3025662#2,485738#-0,05498293#-0,3322228#3,051555#-0,09721528#-0,6383515#2,471191#0,01888243#-0,612322#3,245415#-0,1553658#-0,7077169#2,423709#-0,005736848#-0,626651#3,133913#1  
frame82 #-0,123023#0,7410372#2,591671#-0,1445487#0,5455883#2,665795# -0,09028792#0,028843#2,273107#-0,6343777#0,3424887#2,221219#-0,0606021#0,08947691#2,360661#-0,5708413#0,3510738#2,290987#0,04729164#0,214395#2,50005#-0,4522734#0,3931801#2,469814#0,02307951#0,4264206#2,629203#-0,3057622#0,4490621#2,662024#-0,1433224#0,2151863#2,699046#-0,1435582#0,1483341#2,701331#-0,06533517#0,06812862#2,701715#-0,2205663#0,07919024#2,714587#-0,1489989#-0,3018887#2,484468#-0,05340311#-0,3372877#3,052697#-0,098657#-0,6370239#2,468842#0,01339387#-0,5779461#3,232627#-0,1559292#-0,707714#2,421694#-0,01054047#-0,5975094#3,121795#1  
frame83 #-0,1237999#0,7371765#2,605113#-0,1469202#0,5400525#2,677262# -0,06186095#-0,009714454#2,302978#-0,5858883#0,3592092#2,06076#-0,02859673#0,05519731#2,381846#-0,5043601#0,3503822#2,191737#0,06010652#0,2019915#2,511727#-0,4204079#0,3820736#2,471086#0,02234924#0,4180077#2,639876#-0,3027454#0,4315764#2,667032#-0,1465905#0,2039308#2,707823#-0,1470018#0,1361842#2,709892#-0,06665028#0,05862655#2,708579#-0,2261125#0,06898116#2,718625#-0,1490941#-0,3018354#2,483208#-0,05090597#-0,3442784#3,057858#-0,09866811#-0,6369938#2,468644#0,01249746#-0,5772967#3,232774#-0,1565907#-0,7077392#2,42123#-0,01124775#-0,5969357#3,121924#1  
frame84 #-0,133068#0,7321057#2,61775#-0,1514401#0,5346611#2,690301# -0,02694955#0,02481244#2,374476#-0,448956#0,3665701#2,071571#0,005271904#0,09820992#2,424814#-0,4123003#0,3583017#2,165662#0,09084217#0,2180318#2,583475#-0,3769329#0,3876356#2,455133#0,0251747#0,4139987#2,659084#-0,3034849#0,4251991#2,672179#-0,146697#0,1984885#2,712165#-0,146229#0,1309581#2,713698#-0,0643902#0,05327798#2,713468#-0,225711#0,06125534#2,719836#-0,1490699#-0,3018278#2,482763#-0,0532418#-0,3447769#3,037044#-0,09915772#-0,637025#2,468017#0,009520466#-0,5713916#3,226544#-0,157918#-0,7082343#2,421722#-0,01538907#-0,5924813#3,116234#1  
frame85 #-0,1405088#0,7271482#2,631793#-0,1563019#0,5341314#2,701452# 0,004945278#-0,02515414#2,434601#-0,3465818#0,3934602#2,068239#0,006454773#0,04333809#2,446259#-0,3455928#0,3580509#2,175337#0,1147034#0,2212142#2,644991#-0,371227#0,3803059#2,465701#0,02254795#0,4161888#2,676799#-0,3037797#0,4213173#2,683538#-0,1492883#0,1929202#2,717298#-0,1482825#0,1245919#2,718373#-0,06596778#0,04757417#2,717834#-0,2273804#0,05601273#2,721554#-0,1493552#-0,3027912#2,481897#-0,05423214#-0,3520062#3,049487#-0,09962069#-0,637118#2,467449#0,009248231#-0,5697326#3,228437#-0,1579042#-0,7082464#2,421667#-0,01646417#-0,5912251#3,118416#1  
frame86 #-0,1385251#0,7315898#2,644855#-0,1595951#0,5357817#2,701413# 0,01650416#0,0003242191#2,471537#-0,2541828#0,4144317#2,083037#0,03233904#0,06293344#2,519742#-0,2804931#0,3646613#2,211083#0,1134831#0,2268743#2,676833#-0,3641411#0,3311959#2,487681#0,01750877#0,427141#2,698699#-0,2940937#0,4014975#2,695018#-0,1495688#0,1915213#2,718088#-0,1477671#0,1221952#2,720196#-0,06518628#0,0475078#2,720443#-0,2260725#0,0529284#2,722728#-0,1489693#-0,3019041#2,48228#-0,0572302#-0,3531555#3,070292#-0,1006446#-0,6371214#2,46693#0,01034657#-0,5703025#3,235157#-0,1590112#-0,7086774#2,422098#-0,01557182#-0,5924101#3,125343#1  
frame87 #-0,1427458#0,7318912#2,653515#-0,1498002#0,5458313#2,67912# 0,03611#-0,01092713#2,50999#-0,1345288#0,436173#2,130259#0,03082356#0,05158833#2,538968#-0,1712354#0,3967439#2,173546#0,1139991#0,2274288#2,729118#-0,3108493#0,3543971#2,405166#0,01559942#0,4238933#2,707179#-0,3004275#0,4130248#2,704257#-0,1490494#0,1906478#2,717938#-0,1474007#0,1192758#2,72243#-0,06402198#0,0446196#2,727494#-0,2276708#0,04864116#2,726222#-0,1481343#-0,3020738#2,482853#-0,06605254#-0,337539#3,104332#-0,102088#-0,6367544#2,46564#0,005631007#-0,566205#3,252896#-0,1590164#-0,7086427#2,422007#-0,01910289#-0,5884525#3,142845#1  
frame88 #-0,156317#0,7431966#2,656053#-0,1661725#0,566589#2,684204# 0,04738819#-0,03064017#2,579576#-0,07800244#0,4459173#2,195112#0,04334778#0,03794553#2,587097#-0,1117714#0,4092703#2,229403#0,1135365#0,2345229#2,756181#-0,3118868#0,3657034#2,431754#0,01742715#0,4225143#2,718472#-0,3048269#0,4725727#2,716246#-0,1529737#0,1947312#2,721043#-0,1508732#0,121989#2,726517#-0,06766149#0,04722348#2,734303#-0,2304155#0,05076116#2,728923#-0,1461977#-0,3021553#2,485686#-0,06383173#-0,3404654#3,101162#-0,1026109#-0,6363964#2,465059#0,006713443#-0,5663202#3,252946#-0,1589903#-0,7086285#2,421973#-0,01737766#-0,5882981#3,142666#1  
frame89 #-0,1694906#0,7378748#2,668869#-0,1532771#0,5653139#2,70443# 0,05658121#-0,01264354#2,594535#-0,03250386#0,4707236#2,246378#0,0438683#0,05119681#2,6169#-0,06046017#0,4121136#2,27401#0,1019682#0,2431385#2,789887#-0,3011099#0,4136469#2,416247#0,01590185#0,4180227#2,728109#-0,3068791#0,4718499#2,716257#-0,1527279#0,2026426#2,726261#-0,1518733#0,1311755#2,731085#-0,06801119#0,05307425#2,738103#-0,2345048#0,05994611#2,730256#-0,1442687#-0,3018173#2,487131#-0,05333708#-0,3389898#3,089035#-0,1029701#-0,6359696#2,464896#0,01025464#-0,5716278#3,261342#-0,1588049#-0,7085204#2,422111#-0,01360573#-0,5926009#3,150826#1  
frame90 #-0,1675258#0,7339088#2,67373#-0,1650741#0,5353601#2,732124# 0,0700598#-0,007419728#2,624546#0,006632503#0,4543904#2,33266#0,05506827#0,05367581#2,651884#-0,04998784#0,387613#2,368731#0,09772812#0,254399#2,817473#-0,2973697#0,3139414#2,486795#0,01579963#0,4146838#2,745656#-0,312671#0,4680091#2,71499#-0,1514475#0,2020867#2,733955#-0,1494994#0,1326514#2,736213#-0,06310889#0,05480274#2,744644#-0,2325159#0,05983216#2,731714#-0,1440561#-0,3019827#2,487267#-0,05494621#-0,3419555#3,090198#-0,1040509#-0,6355309#2,464689#0,01012025#-0,5707965#3,261047#-0,1584351#-0,7084549#2,422394#-0,01414816#-0,5919968#3,15073#1  
frame91 #-0,1652991#0,7337366#2,677391#-0,1660367#0,5351037#2,73491# 0,08322987#0,001908556#2,638807#0,02144578#0,4540196#2,387234#0,05423356#0,05869932#2,663452#-0,06270981#0,3832934#2,430577#0,0914019#0,2570481#2,833737#-0,3141878#0,3166937#2,541826#0,009380095#0,4114999#2,753873#-0,3176774#0,461245#2,715122#-0,1512192#0,2009364#2,738966#-0,1485805#0,1323324#2,739153#-0,06217174#0,05529007#2,749187#-0,2306684#0,05925006#2,731858#-0,144231#-0,3021342#2,489211#-0,06516208#-0,3384134#3,101459#-0,104955#-0,635319#2,464535#0,007128291#-0,5616446#3,254087#-0,1586478#-0,7086625#2,422635#-0,01688978#-0,584376#3,144093#1  
frame92 #-0,1635668#0,7335482#2,680346#-0,1660193#0,5350555#2,736625# 0,09309813#0,00705469#2,676386#0,0007579178#0,4394103#2,462796#0,0586389#0,05899667#2,704339#-0,04149571#0,3868009#2,473459#0,08479444#0,2576903#2,842397#-0,3001633#0,3037606#2,542563#0,00811707#0,4182625#2,768379#-0,3209765#0,4552928#2,716741#-0,1496306#0,2012502#2,744014#-0,1460047#0,1333784#2,744124#-0,05954341#0,057688#2,756642#-0,2263757#0,05880806#2,733881#-0,1447229#-0,301883#2,490333#-0,06397548#-0,3409337#3,103771#-0,1062016#-0,635682#2,464356#0,006852739#-0,5632665#3,257346#-0,1587518#-0,7088073#2,422867#-0,01716916#-0,5857267#3,147362#1  
frame93 #-0,1620598#0,7355493#2,686925#-0,1661656#0,5351844#2,74086# 0,0967288#0,01547869#2,671938#0,03633039#0,4495747#2,529925#0,05821855#0,0599504#2,70662#-0,09583545#0,3420651#2,523063#0,07765459#0,2601147#2,849172#-0,293406#0,2908078#2,550292#0,004189461#0,4228193#2,768009#-0,3226651#0,4462636#2,717022#-0,1477265#0,2011881#2,749346#-0,1434823#0,1336965#2,749108#-0,05849884#0,05991257#2,759483#-0,2199084#0,05847178#2,740165#-0,1460387#-0,3011534#2,493162#-0,06179735#-0,3457364#3,108287#-0,1106047#-0,6368073#2,464169#0,006608672#-0,5698764#3,25982#-0,1587155#-0,7092122#2,424127#-0,01767895#-0,5915536#3,149765#1  
